,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,8,3,0,0,DET,41,1
CHI,CHI,4,7,0,0,DAL,7,0
CLE,CLE,3,8,0,0,CIN,48,0
TEN,TEN,4,7,0,0,HOU,21,0
SD,SD,8,3,0,0,KC,34,1
JAX,JAX,6,5,0,0,MIN,16,0
PHI,PHI,10,1,0,0,NYG,27,1
WSH,WSH,3,8,0,0,PIT,7,0
TB,TB,4,7,0,0,CAR,14,0
NO,NO,4,7,0,0,ATL,21,0
MIA,MIA,2,9,0,0,SF,24,1
BUF,BUF,5,6,0,0,SEA,38,1
BAL,BAL,7,4,0,0,NE,3,0
NYJ,NYJ,8,3,0,0,ARZ,13,1
OAK,OAK,4,7,0,0,DEN,25,1
STL,STL,5,6,0,0,GB,17,0
DET,DET,4,7,0,1,IND,9,0
DAL,DAL,4,7,0,1,CHI,21,1
CIN,CIN,5,6,0,1,CLE,58,1
HOU,HOU,5,6,0,1,TEN,31,1
KC,KC,3,8,0,1,SD,31,0
MIN,MIN,7,4,0,1,JAX,27,1
NYG,NYG,5,6,0,1,PHI,6,0
PIT,PIT,10,1,0,1,WSH,16,1
CAR,CAR,4,7,0,1,TB,21,1
ATL,ATL,9,2,0,1,NO,24,1
SF,SF,1,10,0,1,MIA,17,0
SEA,SEA,6,5,0,1,BUF,9,0
NE,NE,10,1,0,1,BAL,24,1
ARZ,ARZ,4,7,0,1,NYJ,3,0
DEN,DEN,7,4,0,1,OAK,24,0
GB,GB,7,4,0,1,STL,45,1
