,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,0,1,0,0,NE,24,0
TEN,TEN,1,0,0,0,MIA,17,1
SEA,SEA,1,0,0,0,NO,21,1
TB,TB,0,1,0,0,WSH,10,0
ARZ,ARZ,0,1,0,0,STL,10,0
JAX,JAX,1,0,0,0,BUF,13,1
DET,DET,1,0,0,0,CHI,20,1
BAL,BAL,0,1,0,0,CLE,3,0
SD,SD,1,0,0,0,HOU,27,1
CIN,CIN,0,1,0,0,NYJ,24,0
OAK,OAK,0,1,0,0,PIT,21,0
DAL,DAL,0,1,0,0,MIN,17,0
NYG,NYG,0,1,0,0,PHI,17,0
ATL,ATL,1,0,0,0,SF,21,1
KC,KC,0,1,0,0,DEN,24,0
GB,GB,1,0,0,0,CAR,24,1
NE,NE,1,0,0,1,IND,27,1
MIA,MIA,0,1,0,1,TEN,7,0
NO,NO,0,1,0,1,SEA,7,0
WSH,WSH,1,0,0,1,TB,16,1
STL,STL,1,0,0,1,ARZ,17,1
BUF,BUF,0,1,0,1,JAX,10,0
CHI,CHI,0,1,0,1,DET,16,0
CLE,CLE,1,0,0,1,BAL,20,1
HOU,HOU,0,1,0,1,SD,20,0
NYJ,NYJ,1,0,0,1,CIN,31,1
PIT,PIT,1,0,0,1,OAK,24,1
MIN,MIN,1,0,0,1,DAL,35,1
PHI,PHI,1,0,0,1,NYG,31,1
SF,SF,0,1,0,1,ATL,19,0
DEN,DEN,1,0,0,1,KC,34,1
CAR,CAR,0,1,0,1,GB,14,0
