,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,3,10,0,0,BUF,7,0
NO,NO,5,8,0,0,DAL,27,1
OAK,OAK,4,9,0,0,ATL,10,0
NYG,NYG,5,8,0,0,BAL,14,0
CIN,CIN,6,7,0,0,NE,28,0
SEA,SEA,7,6,0,0,MIN,27,1
CHI,CHI,5,8,0,0,JAX,3,0
IND,IND,10,3,0,0,HOU,23,1
MIA,MIA,2,11,0,0,DEN,17,0
NYJ,NYJ,9,4,0,0,PIT,6,0
TB,TB,5,8,0,0,SD,24,0
STL,STL,6,7,0,0,CAR,7,0
SF,SF,2,11,0,0,ARZ,31,1
DET,DET,5,8,0,0,GB,13,0
PHI,PHI,12,1,0,0,WSH,17,1
KC,KC,5,8,0,0,TEN,49,1
BUF,BUF,7,6,0,1,CLE,37,1
DAL,DAL,5,8,0,1,NO,13,0
ATL,ATL,10,3,0,1,OAK,35,1
BAL,BAL,8,5,0,1,NYG,37,1
NE,NE,12,1,0,1,CIN,35,1
MIN,MIN,7,6,0,1,SEA,23,0
JAX,JAX,7,6,0,1,CHI,22,1
HOU,HOU,5,8,0,1,IND,14,0
DEN,DEN,8,5,0,1,MIA,20,1
PIT,PIT,12,1,0,1,NYJ,17,1
SD,SD,10,3,0,1,TB,31,1
CAR,CAR,6,7,0,1,STL,20,1
ARZ,ARZ,4,9,0,1,SF,28,0
GB,GB,8,5,0,1,DET,16,1
WSH,WSH,4,9,0,1,PHI,14,0
TEN,TEN,4,9,0,1,KC,38,0
