,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
STL,STL,1,1,0,0,ATL,17,0
CHI,CHI,1,1,0,0,GB,21,1
DEN,DEN,1,1,0,0,JAX,6,0
CAR,CAR,1,1,0,0,KC,28,1
SF,SF,0,2,0,0,NO,27,0
WSH,WSH,1,1,0,0,NYG,14,0
IND,IND,1,1,0,0,TEN,31,1
PIT,PIT,1,1,0,0,BAL,13,0
HOU,HOU,0,2,0,0,DET,16,0
SEA,SEA,2,0,0,0,TB,10,1
CLE,CLE,1,1,0,0,DAL,12,0
BUF,BUF,0,2,0,0,OAK,10,0
NYJ,NYJ,2,0,0,0,SD,34,1
NE,NE,2,0,0,0,ARZ,23,1
MIA,MIA,0,2,0,0,CIN,13,0
MIN,MIN,1,1,0,0,PHI,16,0
ATL,ATL,2,0,0,1,STL,34,1
GB,GB,1,1,0,1,CHI,10,0
JAX,JAX,2,0,0,1,DEN,7,1
KC,KC,0,2,0,1,CAR,17,0
NO,NO,1,1,0,1,SF,30,1
NYG,NYG,1,1,0,1,WSH,20,1
TEN,TEN,1,1,0,1,IND,17,0
BAL,BAL,1,1,0,1,PIT,30,1
DET,DET,2,0,0,1,HOU,28,1
TB,TB,0,2,0,1,SEA,6,0
DAL,DAL,1,1,0,1,CLE,19,1
OAK,OAK,1,1,0,1,BUF,13,1
SD,SD,1,1,0,1,NYJ,28,0
ARZ,ARZ,0,2,0,1,NE,12,0
CIN,CIN,1,1,0,1,MIA,16,1
PHI,PHI,2,0,0,1,MIN,27,1
