,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,2,1,0,0,CIN,23,1
PHI,PHI,3,0,0,0,DET,30,1
HOU,HOU,1,2,0,0,KC,24,1
CHI,CHI,1,2,0,0,MIN,22,0
ARZ,ARZ,0,3,0,0,ATL,3,0
CLE,CLE,1,2,0,0,NYG,10,0
JAX,JAX,3,0,0,0,TEN,15,1
NO,NO,2,1,0,0,STL,28,1
SD,SD,1,2,0,0,DEN,13,0
GB,GB,1,2,0,0,IND,31,0
SF,SF,0,3,0,0,SEA,0,0
TB,TB,0,3,0,0,OAK,20,0
PIT,PIT,2,1,0,0,MIA,13,1
DAL,DAL,2,1,0,0,WSH,21,1
CIN,CIN,1,2,0,1,BAL,9,0
DET,DET,2,1,0,1,PHI,13,0
KC,KC,0,3,0,1,HOU,21,0
MIN,MIN,2,1,0,1,CHI,27,1
ATL,ATL,3,0,0,1,ARZ,6,1
NYG,NYG,2,1,0,1,CLE,27,1
TEN,TEN,1,2,0,1,JAX,12,0
STL,STL,1,2,0,1,NO,25,0
DEN,DEN,2,1,0,1,SD,23,1
IND,IND,2,1,0,1,GB,45,1
SEA,SEA,3,0,0,1,SF,34,1
OAK,OAK,2,1,0,1,TB,30,1
MIA,MIA,0,3,0,1,PIT,3,0
WSH,WSH,1,2,0,1,DAL,18,0
