,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
STL,STL,5,5,0,0,BUF,17,0
ARZ,ARZ,4,6,0,0,CAR,10,0
DET,DET,4,6,0,0,MIN,19,0
DEN,DEN,7,3,0,0,NO,34,1
NYJ,NYJ,7,3,0,0,CLE,10,1
DAL,DAL,3,7,0,0,BAL,10,0
IND,IND,7,3,0,0,CHI,41,1
PIT,PIT,9,1,0,0,CIN,19,1
TEN,TEN,4,6,0,0,JAX,18,1
SF,SF,1,9,0,0,TB,3,0
SD,SD,7,3,0,0,OAK,23,1
MIA,MIA,1,9,0,0,SEA,17,0
WSH,WSH,3,7,0,0,PHI,6,0
ATL,ATL,8,2,0,0,NYG,14,1
GB,GB,6,4,0,0,HOU,16,1
NE,NE,9,1,0,0,KC,27,1
BUF,BUF,4,6,0,1,STL,37,1
CAR,CAR,3,7,0,1,ARZ,35,1
MIN,MIN,6,4,0,1,DET,22,1
NO,NO,4,6,0,1,DEN,13,0
CLE,CLE,3,7,0,1,NYJ,7,0
BAL,BAL,7,3,0,1,DAL,30,1
CHI,CHI,4,6,0,1,IND,10,0
CIN,CIN,4,6,0,1,PIT,14,0
JAX,JAX,6,4,0,1,TEN,15,0
TB,TB,4,6,0,1,SF,35,1
OAK,OAK,3,7,0,1,SD,17,0
SEA,SEA,6,4,0,1,MIA,24,1
PHI,PHI,9,1,0,1,WSH,28,1
NYG,NYG,5,5,0,1,ATL,10,0
HOU,HOU,4,6,0,1,GB,13,0
KC,KC,3,7,0,1,NE,19,0
