,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,4,12,0,0,BAL,23,0
PIT,PIT,15,1,0,0,BUF,29,1
MIN,MIN,8,8,0,0,WSH,18,0
DET,DET,6,10,0,0,TEN,19,0
NYJ,NYJ,10,6,0,0,STL,29,0
CIN,CIN,8,8,0,0,PHI,38,1
SF,SF,2,14,0,0,NE,7,0
NO,NO,8,8,0,0,CAR,21,1
GB,GB,10,6,0,0,CHI,31,1
CLE,CLE,4,12,0,0,HOU,22,1
ATL,ATL,11,5,0,0,SEA,26,0
TB,TB,5,11,0,0,ARZ,7,0
KC,KC,7,9,0,0,SD,17,0
JAX,JAX,9,7,0,0,OAK,13,1
IND,IND,12,4,0,0,DEN,14,0
DAL,DAL,6,10,0,0,NYG,24,0
BAL,BAL,9,7,0,1,MIA,30,1
BUF,BUF,9,7,0,1,PIT,24,0
WSH,WSH,6,10,0,1,MIN,21,1
TEN,TEN,5,11,0,1,DET,24,1
STL,STL,8,8,0,1,NYJ,32,1
PHI,PHI,13,3,0,1,CIN,10,0
NE,NE,14,2,0,1,SF,21,1
CAR,CAR,7,9,0,1,NO,18,0
CHI,CHI,5,11,0,1,GB,14,0
HOU,HOU,7,9,0,1,CLE,14,0
SEA,SEA,9,7,0,1,ATL,28,1
ARZ,ARZ,6,10,0,1,TB,12,1
SD,SD,12,4,0,1,KC,24,1
OAK,OAK,5,11,0,1,JAX,6,0
DEN,DEN,10,6,0,1,IND,33,1
NYG,NYG,6,10,0,1,DAL,28,1
