,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
OAK,OAK,3,6,0,0,CAR,27,1
DAL,DAL,3,5,0,0,CIN,3,0
WSH,WSH,3,5,0,0,DET,17,1
ARZ,ARZ,3,5,0,0,MIA,24,1
PHI,PHI,7,1,0,0,PIT,3,0
NYJ,NYJ,6,2,0,0,BUF,17,0
KC,KC,3,5,0,0,TB,31,0
NO,NO,3,5,0,0,SD,17,0
SEA,SEA,5,3,0,0,SF,42,1
CHI,CHI,3,5,0,0,NYG,28,1
HOU,HOU,4,4,0,0,DEN,13,0
NE,NE,7,1,0,0,STL,40,1
CLE,CLE,3,5,0,0,BAL,13,0
MIN,MIN,5,3,0,0,IND,28,0
CAR,CAR,1,7,0,1,OAK,24,0
CIN,CIN,3,5,0,1,DAL,26,1
DET,DET,4,4,0,1,WSH,10,0
MIA,MIA,1,8,0,1,ARZ,23,0
PIT,PIT,7,1,0,1,PHI,27,1
BUF,BUF,3,5,0,1,NYJ,22,1
TB,TB,3,5,0,1,KC,34,1
SD,SD,6,3,0,1,NO,43,1
SF,SF,1,7,0,1,SEA,27,0
NYG,NYG,5,3,0,1,CHI,21,0
DEN,DEN,6,3,0,1,HOU,31,1
STL,STL,4,4,0,1,NE,22,0
BAL,BAL,5,3,0,1,CLE,27,1
IND,IND,5,3,0,1,MIN,31,1
