,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,16,30,53,0.566,201,3.8,8.1,1,2,55.6,6,41,14,1,0,24,22,78,3.5,0,5,29,1,0,0,0.0,0,0,1,1,1.0,0,23,8,330,41.3,24,7,118,16.9,0,27,3,17,5.7,0,15,29,38,43,31,12,2,14,0,0,0,0,0,7,3,4,0,13,19,5,14,9,20,0.45,0,3,0.0,8,0,43,27,7,279,78,3.5,0,201,3.8,8.1,1,118,17,43,26,-2,0,0,2,0
ATL,9,26,38,0.684,253,6.7,9.8,2,0,104.4,1,3,14,1,0,19,32,99,3.1,1,7,12,7,1,1,1.0,47,0,4,4,1.0,0,24,4,163,40.8,17,1,20,20.0,0,20,3,75,25.0,1,55,8,10,44,34,10,3,28,1,0,1,1,0,3,3,8,0,1,24,7,14,4,11,0.36,0,2,0.0,4,3,20,7,31,352,99,3.1,1,253,6.7,9.8,2,20,75,20,8,1,1,1,0,1
BAL,31,14,19,0.737,101,5.3,8.9,0,1,63.7,4,24,5,0,0,20,27,98,3.6,1,4,12,7,2,2,1.0,47,0,1,1,1.0,0,7,7,335,47.9,4,1,30,30.0,0,30,3,14,4.7,0,8,3,7,73,58,15,0,0,2,0,2,3,0,6,3,7,0,30,10,4,5,2,11,0.18,0,0,0.0,7,1,45,19,13,199,98,3.6,1,101,5.3,8.9,0,30,14,45,2,3,2,3,1,1
BUF,25,12,26,0.462,125,4.8,10.8,0,4,21.0,3,5,5,1,1,32,18,37,2.1,0,1,29,1,0,0,0.0,0,0,1,1,1.0,0,3,6,296,49.3,23,7,123,17.6,0,27,2,44,22.0,0,22,29,38,76,54,22,1,7,1,1,0,0,0,1,2,6,0,32,6,1,5,4,12,0.33,0,0,0.0,3,0,15,27,7,162,37,2.1,0,125,4.8,10.8,0,123,44,15,32,-5,1,0,4,2
CAR,21,19,34,0.559,154,4.5,9.6,1,1,65.1,3,28,8,1,0,10,19,137,7.2,0,3,21,4,1,1,1.0,23,0,1,1,1.0,0,4,7,344,49.1,28,3,47,15.7,0,18,2,0,0.0,0,0,25,31,67,40,27,1,3,0,0,2,1,0,3,2,7,0,29,12,3,8,3,13,0.23,0,1,0.0,10,1,97,23,10,291,137,7.2,0,154,4.5,9.6,1,47,0,97,20,-1,0,1,1,1
CHI,28,21,39,0.538,117,3.0,8.0,0,2,38.1,6,51,8,0,0,13,20,110,5.5,0,5,25,3,1,1,1.0,30,0,0,0,0.0,0,10,8,364,45.5,29,2,31,15.5,0,28,2,35,17.5,0,19,8,10,51,38,13,2,5,1,0,1,1,0,3,1,1,0,28,13,5,8,5,16,0.31,0,1,0.0,6,0,46,32,3,227,110,5.5,0,117,3.0,8.0,0,31,35,46,14,0,1,1,2,0
CIN,4,32,45,0.711,305,6.8,9.5,1,2,78.5,0,0,14,0,0,21,31,90,2.9,0,5,29,1,0,1,0.0,0,0,1,1,1.0,0,25,4,162,40.5,6,2,51,25.5,0,28,4,49,12.3,0,20,11,13,48,40,8,4,24,1,0,1,1,0,3,4,8,0,9,20,5,14,7,17,0.41,0,2,0.0,4,1,49,27,7,395,90,2.9,0,305,6.8,9.5,1,51,49,49,28,-3,1,1,2,3
CLE,20,21,43,0.488,182,4.2,10.0,1,3,39.1,4,28,10,1,0,31,17,43,2.5,0,6,25,3,1,1,1.0,19,0,0,0,0.0,0,16,3,131,43.7,31,8,73,9.1,0,17,1,11,11.0,0,11,32,41,62,46,16,2,7,0,0,0,0,0,2,1,2,0,17,17,6,10,6,17,0.35,3,3,1.0,6,1,46,26,9,225,43,2.5,0,182,4.2,10.0,1,73,11,46,28,-3,0,0,3,0
DAL,29,11,27,0.407,113,4.2,11.5,1,0,65.8,2,14,5,0,0,7,34,159,4.7,0,9,27,2,0,1,0.0,0,0,2,2,1.0,0,12,8,357,44.6,20,4,72,18.0,0,21,1,0,0.0,0,0,11,13,52,49,3,5,39,3,0,2,1,1,6,2,4,0,24,14,9,5,5,16,0.31,1,2,0.5,6,0,45,17,14,272,159,4.7,0,113,4.2,11.5,1,72,0,45,2,3,3,1,0,1
DEN,19,16,36,0.444,191,5.3,12.8,2,2,56.6,3,14,12,0,0,8,29,146,5.0,1,6,21,4,0,0,0.0,0,0,4,4,1.0,0,2,5,257,51.4,1,6,227,37.8,1,97,0,0,0.0,0,0,27,33,56,55,1,5,30,1,0,2,0,0,8,1,1,0,15,18,6,12,5,14,0.36,1,3,0.33,5,0,45,9,28,337,146,5.0,1,191,5.3,12.8,2,227,0,45,20,-1,1,0,2,0
