,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,25,18,29,0.621,153,5.3,9.7,0,1,61.4,4,21,8,2,0,26,24,41,1.7,0,3,5,12,3,3,1.0,44,0,3,3,1.0,0,23,5,189,37.8,3,3,116,38.7,0,60,2,4,2.0,0,4,10,20,51,43,8,1,6,3,1,2,1,1,9,2,4,0,26,12,3,8,4,15,0.27,1,1,1.0,3,1,20,7,30,194,41,1.7,0,153,5.3,9.7,0,116,4,20,2,3,3,1,1,0
ATL,19,16,28,0.571,173,6.2,11.7,1,0,87.4,2,14,9,1,1,4,31,165,5.3,0,6,15,8,2,3,0.667,30,1,2,2,1.0,0,18,4,173,43.3,17,3,66,22.0,0,32,1,8,8.0,0,8,4,10,61,46,15,3,25,2,1,1,1,0,4,3,3,0,16,17,6,9,6,15,0.4,0,0,0.0,6,2,60,17,20,338,165,5.3,0,173,6.2,11.7,1,66,8,60,8,2,2,1,0,1
BAL,18,14,25,0.56,182,7.3,14.0,0,0,79.1,1,14,10,0,0,1,47,233,5.0,4,17,18,7,1,1,1.0,37,0,4,4,1.0,0,17,4,174,43.5,20,3,60,20.0,0,26,3,31,10.3,0,12,8,17,45,35,10,1,7,0,0,1,1,0,8,4,6,0,2,28,17,10,7,13,0.54,0,1,0.0,5,1,66,6,31,415,233,5.0,4,182,7.3,14.0,0,60,31,66,9,1,0,1,0,0
BUF,17,20,30,0.667,196,6.5,11.0,3,0,118.2,3,24,10,0,0,16,21,110,5.2,0,5,15,8,2,2,1.0,29,0,2,2,1.0,0,7,4,194,48.5,16,9,201,22.3,0,31,0,0,0.0,0,0,27,36,84,52,32,2,13,1,0,2,2,0,4,3,6,0,16,17,5,10,3,11,0.27,0,2,0.0,5,2,35,12,26,306,110,5.2,0,196,6.5,11.0,3,201,0,35,2,3,1,2,0,0
CAR,27,14,32,0.438,62,1.9,6.9,0,3,12.0,5,34,4,1,0,21,25,85,3.4,0,3,21,6,2,3,0.667,53,0,0,0,0.0,0,13,9,403,44.8,10,3,79,26.3,0,32,3,9,3.0,0,4,14,23,63,42,21,3,22,4,0,0,0,0,7,5,9,0,28,8,3,4,3,18,0.17,1,1,1.0,7,1,53,27,6,147,85,3.4,0,62,1.9,6.9,0,79,9,53,9,1,4,0,3,0
CHI,28,8,19,0.421,29,1.5,6.4,0,4,10.1,3,22,2,0,0,2,42,218,5.2,2,10,6,11,3,3,1.0,53,0,2,2,1.0,0,22,6,234,39.0,2,3,133,44.3,0,62,3,68,22.7,0,50,1,6,57,38,19,5,34,3,0,1,0,0,6,2,7,0,25,13,10,2,3,15,0.2,0,0,0.0,5,1,45,15,23,247,218,5.2,2,29,1.5,6.4,0,133,68,45,17,-1,3,0,4,0
CIN,16,21,36,0.583,209,5.8,10.0,2,3,58.7,0,0,10,0,0,8,28,149,5.3,0,10,18,7,2,2,1.0,35,0,1,1,1.0,0,5,6,308,51.3,19,5,102,20.4,0,29,2,27,13.5,0,27,15,24,54,33,21,3,18,1,0,2,2,0,5,3,12,0,11,20,10,10,4,13,0.31,0,0,0.0,9,0,60,16,21,358,149,5.3,0,209,5.8,10.0,2,102,27,60,17,-1,1,2,3,1
CLE,14,25,39,0.641,221,5.7,9.8,1,2,66.3,3,25,15,0,0,25,20,48,2.4,0,1,26,4,1,1,1.0,19,0,1,1,1.0,0,9,5,234,46.8,25,5,79,15.8,0,34,1,3,3.0,0,3,10,20,60,45,15,2,14,0,0,1,1,0,4,1,2,0,15,18,1,15,7,15,0.47,0,0,0.0,7,2,58,24,10,269,48,2.4,0,221,5.7,9.8,1,79,3,58,21,-2,0,1,2,1
DAL,2,31,46,0.674,370,8.0,13.1,3,3,86.3,6,36,19,0,0,9,23,141,6.1,0,4,10,9,2,3,0.667,51,0,3,3,1.0,0,24,2,72,36.0,18,5,106,21.2,0,24,3,1,0.3,0,2,24,34,41,32,9,3,10,0,0,1,0,0,4,2,4,0,4,25,4,19,7,14,0.5,1,2,0.5,12,2,133,9,27,511,141,6.1,0,370,8.0,13.1,3,106,1,133,22,-3,0,0,3,0
DEN,4,23,38,0.605,307,8.1,13.7,2,0,103.7,1,7,14,0,0,27,13,39,3.0,0,1,25,5,1,1,1.0,38,0,2,2,1.0,0,21,7,281,40.1,8,2,54,27.0,0,33,0,0,0.0,0,0,23,31,80,57,23,1,14,0,0,0,0,0,3,0,0,0,21,16,1,14,5,13,0.38,0,0,0.0,10,1,90,21,17,346,39,3.0,0,307,8.1,13.7,2,54,0,90,17,-1,0,0,0,1
DET,12,22,34,0.647,233,6.9,10.8,3,0,114.0,1,5,14,0,0,20,26,89,3.4,0,4,3,14,3,3,1.0,48,0,5,5,1.0,0,14,3,134,44.7,1,1,105,105.0,1,105,2,24,12.0,0,17,1,6,64,42,22,1,2,2,1,1,1,0,8,2,7,0,11,20,4,14,6,13,0.46,0,0,0.0,11,2,78,1,44,322,89,3.4,0,233,6.9,10.8,3,105,24,78,2,3,2,1,0,0
GB,8,27,46,0.587,270,5.9,10.9,1,1,73.6,4,23,13,0,0,6,17,157,9.2,0,4,18,7,2,4,0.5,52,0,1,1,1.0,0,8,6,284,47.3,28,5,68,13.6,0,26,5,75,15.0,0,52,7,16,64,41,23,5,35,1,0,0,0,0,6,3,7,0,16,17,4,13,2,13,0.15,0,1,0.0,9,0,63,23,13,427,157,9.2,0,270,5.9,10.9,1,68,75,63,17,-1,1,0,1,1
HOU,21,16,34,0.471,171,5.0,12.3,0,1,50.0,3,25,9,2,1,28,15,24,1.6,1,2,26,4,1,1,1.0,38,0,1,1,1.0,0,16,7,312,44.6,26,7,109,15.6,0,25,4,26,6.5,0,17,24,34,72,49,23,0,0,2,0,0,0,0,5,5,13,0,27,11,2,9,2,11,0.18,0,1,0.0,8,0,67,24,10,195,24,1.6,1,171,5.0,12.3,0,109,26,67,13,0,2,0,1,1
