,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,15,23,45,0.511,286,6.4,14.0,1,1,69.3,5,36,16,1,1,28,14,41,2.9,1,2,24,4,1,1,1.0,23,0,1,1,1.0,0,20,6,243,40.5,9,7,175,25.0,0,52,1,11,11.0,0,11,25,36,62,51,11,2,6,1,0,0,0,0,4,3,5,0,16,19,2,16,2,11,0.18,0,2,0.0,10,1,50,22,18,327,41,2.9,1,286,6.4,14.0,1,175,11,50,17,-1,1,0,1,1
ATL,13,32,50,0.64,302,6.0,9.9,3,0,100.6,2,14,16,0,0,26,23,60,2.6,0,4,10,8,2,2,1.0,51,0,2,2,1.0,0,26,5,191,38.2,3,1,33,33.0,0,33,1,16,16.0,0,16,11,21,47,38,9,2,11,1,0,1,1,0,2,2,3,0,10,23,4,16,12,20,0.6,0,0,0.0,1,3,5,12,26,362,60,2.6,0,302,6.0,9.9,3,33,16,5,3,2,1,1,0,0
BAL,22,22,34,0.647,204,6.0,9.8,3,1,98.2,2,11,12,0,0,10,21,116,5.5,0,8,27,3,0,0,0.0,0,0,3,3,1.0,0,3,4,198,49.5,16,3,64,21.3,0,31,2,16,8.0,0,9,15,26,62,53,9,2,14,0,0,0,0,0,0,0,0,0,14,20,8,12,6,11,0.55,0,0,0.0,6,0,51,18,21,320,116,5.5,0,204,6.0,9.8,3,64,16,51,23,-2,0,0,1,1
BUF,27,12,24,0.5,139,5.8,12.2,1,0,81.8,1,7,6,0,0,6,33,149,4.5,1,6,28,2,0,1,0.0,0,0,2,2,1.0,0,13,7,297,42.4,18,2,41,20.5,0,27,7,69,9.9,0,29,1,12,74,54,20,1,9,1,0,1,0,0,11,4,8,0,28,12,6,6,5,15,0.33,0,1,0.0,4,0,30,26,14,288,149,4.5,1,139,5.8,12.2,1,41,69,30,13,0,1,0,0,1
CAR,24,16,29,0.552,182,6.3,11.9,0,0,74.2,2,9,9,0,0,9,31,118,3.8,1,6,6,10,3,3,1.0,48,0,1,1,1.0,0,28,5,158,31.6,21,5,101,20.2,0,26,3,47,15.7,0,37,22,31,54,43,11,1,6,0,0,0,2,0,1,4,11,0,21,18,6,9,6,15,0.4,0,1,0.0,7,3,71,25,16,300,118,3.8,1,182,6.3,11.9,0,101,47,71,7,1,0,2,0,1
CHI,20,22,35,0.629,230,6.6,10.8,3,2,86.6,2,7,13,0,0,8,37,130,3.5,0,5,7,9,2,3,0.667,37,0,3,3,1.0,0,25,4,154,38.5,1,3,132,44.0,0,68,2,47,23.5,0,42,2,13,40,38,2,1,0,3,0,1,1,0,5,5,9,0,21,18,5,13,11,19,0.58,0,0,0.0,11,0,116,11,27,360,130,3.5,0,230,6.6,10.8,3,132,47,116,3,2,3,1,2,0
CIN,18,31,42,0.738,269,6.4,9.4,2,3,76.4,3,23,16,0,0,24,20,72,3.6,0,3,21,5,1,1,1.0,27,0,2,2,1.0,0,21,4,161,40.3,4,4,124,31.0,0,38,2,4,2.0,0,6,12,23,57,42,15,2,5,0,0,0,0,0,3,1,1,0,16,19,3,16,5,13,0.38,1,1,1.0,4,0,38,23,17,341,72,3.6,0,269,6.4,9.4,2,124,4,38,28,-5,0,0,3,2
CLE,23,18,31,0.581,196,6.3,11.4,1,0,87.6,3,9,11,0,0,12,25,107,4.3,1,6,10,8,2,2,1.0,34,0,2,2,1.0,0,6,5,229,45.8,24,4,73,18.3,0,32,1,5,5.0,0,5,15,26,85,68,17,2,15,1,0,0,0,0,6,3,4,0,16,19,6,11,4,12,0.33,0,0,0.0,4,2,52,19,20,303,107,4.3,1,196,6.3,11.4,1,73,5,52,17,-1,1,0,0,2
DAL,7,13,22,0.591,327,14.9,25.2,3,1,124.1,0,0,9,0,0,17,28,100,3.6,0,5,7,9,2,3,0.667,23,0,3,4,0.75,1,1,3,160,53.3,15,5,107,21.4,0,26,0,0,0.0,0,0,8,20,82,58,24,0,0,2,1,1,1,0,4,0,0,0,24,15,5,9,3,11,0.27,0,1,0.0,5,1,60,5,33,427,100,3.6,0,327,14.9,25.2,3,107,0,60,3,2,2,1,1,0
DEN,14,23,35,0.657,299,8.5,13.0,5,0,132.0,0,0,17,0,0,5,31,153,4.9,1,8,15,7,0,1,0.0,0,0,7,7,1.0,0,19,2,82,41.0,2,2,68,34.0,0,38,2,27,13.5,0,18,20,29,59,54,5,4,36,0,0,3,1,1,6,1,1,0,7,25,8,17,6,10,0.6,0,1,0.0,3,0,28,2,49,452,153,4.9,1,299,8.5,13.0,5,68,27,28,7,1,0,1,0,0
