,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,9,34,43,0.791,282,6.6,8.6,2,1,99.8,2,10,16,1,1,25,26,62,2.4,1,4,8,9,2,2,1.0,31,0,3,3,1.0,0,15,6,255,42.5,24,1,17,17.0,0,17,3,64,21.3,0,36,3,3,28,26,2,5,40,1,0,1,1,0,8,4,6,0,8,21,4,16,8,16,0.5,0,0,0.0,7,1,76,8,27,344,62,2.4,1,282,6.6,8.6,2,17,64,76,12,0,1,1,1,1
ATL,18,19,33,0.576,185,5.6,9.7,2,2,68.4,0,0,10,0,0,23,23,68,3.0,1,5,22,3,0,0,0.0,0,0,3,3,1.0,0,6,5,237,47.4,2,3,117,39.0,0,62,1,20,20.0,0,20,8,14,54,48,6,2,10,2,0,3,1,0,5,5,7,0,17,16,5,10,5,12,0.42,0,0,0.0,6,1,70,14,21,253,68,3.0,1,185,5.6,9.7,2,117,20,70,7,1,2,1,2,0
BAL,5,28,43,0.651,367,8.5,13.8,2,0,107.4,3,18,18,1,0,20,18,81,4.5,2,2,13,7,1,2,0.5,29,0,4,4,1.0,0,3,7,342,48.9,11,8,182,22.8,0,40,4,10,2.5,0,9,25,33,60,52,8,3,19,0,0,0,0,0,1,2,5,0,10,20,2,18,5,13,0.38,0,0,0.0,6,0,74,5,31,448,81,4.5,2,367,8.5,13.8,2,182,10,74,12,0,0,0,0,0
BUF,20,15,30,0.5,154,5.1,10.6,1,1,62.4,1,5,7,0,0,7,42,142,3.4,0,8,6,10,3,4,0.75,47,0,1,1,1.0,0,16,8,334,41.8,15,3,66,22.0,0,26,2,27,13.5,0,27,6,13,77,51,26,2,23,6,0,0,0,0,10,4,8,0,10,20,8,7,5,16,0.31,0,0,0.0,8,5,64,18,16,296,142,3.4,0,154,5.1,10.6,1,66,27,64,2,4,6,0,1,1
CAR,27,9,17,0.529,55,3.2,7.2,1,2,39.7,1,10,5,0,0,2,48,267,5.6,3,16,20,4,0,1,0.0,0,1,4,4,1.0,0,20,3,122,40.7,18,3,59,19.7,0,24,1,34,34.0,0,34,14,21,48,39,9,4,26,1,0,4,1,0,4,3,3,0,7,22,16,5,8,14,0.57,1,1,1.0,3,1,30,6,28,322,267,5.6,3,55,3.2,7.2,1,59,34,30,18,-1,1,1,2,1
CHI,8,27,43,0.628,290,6.7,11.1,2,2,78.6,2,10,14,0,0,19,23,83,3.6,0,5,25,2,0,0,0.0,0,0,2,2,1.0,0,23,4,151,37.8,14,4,89,22.3,0,33,3,54,18.0,0,33,14,21,41,38,3,0,0,2,0,1,0,0,6,2,9,0,8,21,5,14,9,16,0.56,0,1,0.0,9,2,65,19,14,373,83,3.6,0,290,6.7,11.1,2,89,54,65,18,-1,2,0,2,1
CIN,11,23,35,0.657,250,7.1,11.3,1,1,84.2,1,9,9,0,0,27,17,46,2.7,1,3,18,5,1,1,1.0,50,0,2,2,1.0,0,4,7,335,47.9,24,5,85,17.0,0,32,0,0,0.0,0,0,22,28,70,40,30,2,7,1,0,2,1,0,6,5,19,0,20,14,3,9,5,12,0.42,0,0,0.0,4,2,45,17,17,296,46,2.7,1,250,7.1,11.3,1,85,0,45,18,-1,1,1,1,2
CLE,24,9,26,0.346,106,4.1,13.6,1,2,28.7,2,16,6,2,2,16,23,91,4.0,0,6,25,2,0,0,0.0,0,0,2,2,1.0,0,13,5,215,43.0,4,5,153,30.6,1,98,1,26,26.0,0,26,19,27,76,45,31,3,14,1,0,2,3,0,9,2,4,0,23,12,6,6,5,13,0.38,0,0,0.0,4,0,45,19,14,197,91,4.0,0,106,4.1,13.6,1,153,26,45,12,0,1,3,2,2
DEN,14,20,29,0.69,227,7.8,11.5,2,0,115.2,1,2,12,0,0,15,33,101,3.1,0,4,6,10,2,3,0.667,34,0,4,4,1.0,0,11,4,179,44.8,5,6,176,29.3,1,93,3,77,25.7,1,71,16,23,52,44,8,5,36,0,0,4,1,0,2,2,2,0,13,19,4,12,9,16,0.56,0,0,0.0,4,3,48,3,34,328,101,3.1,0,227,7.8,11.5,2,176,77,48,7,1,0,1,0,0
DET,26,11,25,0.44,71,2.8,9.5,0,3,11.7,5,34,5,0,0,21,18,78,4.3,0,3,27,0,0,0,0.0,0,0,0,0,0.0,0,21,5,196,39.2,27,7,106,15.1,0,23,1,0,0.0,0,0,18,26,75,57,18,5,30,1,0,2,1,0,2,3,9,0,25,10,3,5,0,10,0.0,0,2,0.0,6,2,40,27,0,149,78,4.3,0,71,2.8,9.5,0,106,0,40,18,-1,1,1,3,0
GB,6,29,37,0.784,328,8.9,12.3,2,1,110.4,5,30,16,1,1,14,30,107,3.6,0,6,2,14,4,4,1.0,46,0,2,2,1.0,0,18,2,82,41.0,6,1,29,29.0,0,29,3,46,15.3,0,45,1,0,41,33,8,5,34,3,0,1,0,0,5,6,11,0,6,23,6,16,6,12,0.5,0,0,0.0,13,1,130,11,26,435,107,3.6,0,328,8.9,12.3,2,29,46,130,7,1,3,0,1,1
HOU,3,28,40,0.7,385,9.6,14.0,4,1,123.4,2,7,21,0,0,17,31,87,2.8,0,5,20,4,0,1,0.0,0,1,4,4,1.0,0,27,5,175,35.0,21,3,57,19.0,0,22,5,47,9.4,0,30,12,17,47,30,17,1,9,1,0,2,2,0,5,1,1,0,5,26,5,21,7,14,0.5,1,1,1.0,7,0,60,6,28,472,87,2.8,0,385,9.6,14.0,4,57,47,60,7,1,1,2,1,1
JAX,7,30,43,0.698,326,7.6,11.2,0,2,72.4,3,9,15,0,0,6,38,166,4.4,3,14,18,5,1,2,0.5,36,0,2,2,1.0,0,24,4,145,36.3,13,5,113,22.6,0,32,2,8,4.0,0,6,13,20,42,38,4,1,6,1,0,0,0,0,4,3,8,0,1,33,14,15,11,16,0.69,0,0,0.0,3,4,15,12,23,492,166,4.4,3,326,7.6,11.2,0,113,8,15,23,-2,1,0,2,1
KC,19,16,31,0.516,158,5.1,11.6,0,0,66.3,5,28,9,1,0,13,36,110,3.1,0,5,3,12,4,4,1.0,46,0,0,0,0.0,0,22,7,273,39.0,9,3,79,26.3,0,31,4,32,8.0,0,17,4,6,54,37,17,3,17,1,0,1,1,0,5,1,1,1,17,16,5,9,4,17,0.24,1,2,0.5,4,2,30,19,14,268,110,3.1,0,158,5.1,11.6,0,79,32,30,3,2,1,1,0,0
MIN,10,21,29,0.724,259,8.9,13.2,3,0,134.1,3,19,11,0,0,5,31,167,5.4,0,7,1,15,4,4,1.0,40,0,3,3,1.0,0,9,5,227,45.4,26,5,81,16.2,0,32,5,35,7.0,0,13,24,31,55,44,11,3,18,0,0,1,0,0,1,4,7,0,13,19,7,11,5,14,0.36,0,0,0.0,3,1,15,4,33,426,167,5.4,0,259,8.9,13.2,3,81,35,15,12,0,0,0,0,0
NE,1,38,45,0.844,426,9.5,11.4,6,0,145.7,2,6,21,0,0,3,30,193,6.4,2,9,4,11,1,2,0.5,33,0,8,8,1.0,0,25,1,36,36.0,10,1,25,25.0,0,25,4,39,9.8,0,35,1,0,55,36,19,0,0,2,0,3,3,0,5,1,1,0,2,32,9,21,5,11,0.45,1,3,0.33,6,2,40,1,59,619,193,6.4,2,426,9.5,11.4,6,25,39,40,1,5,2,3,0,0
NO,4,23,30,0.767,369,12.3,16.0,4,0,156.8,0,0,18,0,0,9,40,124,3.1,3,8,16,6,0,0,0.0,0,0,6,7,0.857,1,10,4,180,45.0,11,4,91,22.8,0,29,2,0,0.0,0,2,19,27,45,35,10,2,9,1,0,1,1,0,8,1,2,0,3,28,8,18,7,13,0.54,1,2,0.5,6,2,55,2,48,493,124,3.1,3,369,12.3,16.0,4,91,0,55,3,2,1,1,0,0
NYG,12,18,36,0.5,241,6.7,13.9,2,1,78.6,2,9,11,1,1,18,19,84,4.4,1,5,8,9,2,2,1.0,49,0,3,3,1.0,0,7,4,186,46.5,7,8,230,28.8,0,68,2,51,25.5,0,27,27,48,73,56,17,0,0,0,0,1,0,0,3,4,16,0,16,17,5,11,3,10,0.3,1,1,1.0,9,1,110,8,27,325,84,4.4,1,241,6.7,13.9,2,230,51,110,23,-2,0,0,1,1
NYJ,25,10,30,0.333,96,3.2,11.9,0,6,3.6,2,23,5,1,0,1,40,318,8.0,1,10,13,7,2,3,0.667,41,0,1,1,1.0,0,12,5,216,43.2,21,3,57,19.0,0,27,5,1,0.2,0,1,11,16,92,57,35,1,5,1,0,0,1,0,7,4,6,0,19,15,10,5,3,15,0.2,1,3,0.33,14,0,96,22,13,414,318,8.0,1,96,3.2,11.9,0,57,1,96,27,-4,1,1,6,0
OAK,16,17,28,0.607,209,7.5,13.2,1,2,65.9,2,15,7,0,0,12,35,116,3.3,0,8,13,7,2,2,1.0,46,0,1,1,1.0,0,1,7,358,51.1,28,3,38,12.7,0,19,4,3,0.8,0,2,5,9,44,40,4,6,53,0,0,1,0,0,5,3,7,0,15,18,8,7,4,14,0.29,0,1,0.0,3,3,23,22,13,325,116,3.3,0,209,7.5,13.2,1,38,3,23,23,-2,0,0,2,0
PHI,15,22,46,0.478,216,4.7,12.2,0,0,61.5,6,53,9,0,0,24,14,67,4.8,0,3,8,9,3,5,0.6,45,0,0,0,0.0,0,14,8,343,42.9,23,3,55,18.3,0,25,4,43,10.8,0,14,6,13,53,49,4,2,15,2,0,1,0,0,4,5,10,0,20,14,3,9,2,16,0.13,1,2,0.5,4,2,38,24,9,283,67,4.8,0,216,4.7,12.2,0,55,43,38,3,2,2,0,0,0
PIT,2,23,35,0.657,403,11.5,18.1,2,1,112.0,3,14,17,0,0,8,36,140,3.9,1,9,8,9,2,2,1.0,39,0,3,3,1.0,0,8,2,91,45.5,8,2,55,27.5,0,29,1,1,1.0,0,1,8,14,44,28,16,2,16,2,0,2,2,0,4,2,4,0,3,28,9,17,4,11,0.36,1,1,1.0,4,2,30,8,27,543,140,3.9,1,403,11.5,18.1,2,55,1,30,12,0,2,2,1,3
SD,13,20,33,0.606,238,7.2,13.7,1,0,92.7,5,36,14,3,1,22,21,73,3.5,0,4,4,11,3,4,0.75,50,0,2,2,1.0,0,2,3,151,50.3,16,7,149,21.3,0,30,1,77,77.0,1,77,26,34,59,49,10,1,2,0,0,1,0,0,2,1,1,0,10,20,4,14,2,11,0.18,0,1,0.0,4,2,44,12,23,311,73,3.5,0,238,7.2,13.7,1,149,77,44,18,-1,0,0,0,1
SEA,23,11,30,0.367,114,3.8,14.0,0,1,34.6,5,40,6,1,1,28,11,14,1.3,0,0,22,3,1,1,1.0,28,0,0,0,0.0,0,5,8,380,47.5,17,3,60,20.0,0,24,4,28,7.0,0,13,19,27,63,58,5,2,10,1,0,1,1,0,4,7,19,0,27,7,0,6,0,11,0.0,1,1,1.0,6,1,56,26,3,128,14,1.3,0,114,3.8,14.0,0,60,28,56,12,0,1,1,1,1
