,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,5,32,54,0.593,299,5.5,10.6,1,2,65.3,4,40,18,1,0,32,12,24,2.0,0,0,23,4,1,1,1.0,38,0,1,1,1.0,0,8,6,287,47.8,27,4,78,19.5,0,24,3,13,4.3,0,12,28,31,55,49,6,0,0,1,0,0,0,0,5,4,11,0,12,21,0,18,4,14,0.29,1,2,0.5,5,3,35,26,10,323,24,2.0,0,299,5.5,10.6,1,78,13,35,27,-2,1,0,2,1
ATL,17,17,28,0.607,199,7.1,11.7,0,0,82.3,0,0,11,0,0,29,17,58,3.4,1,2,23,4,1,1,1.0,26,0,1,1,1.0,0,30,5,188,37.6,6,5,139,27.8,0,34,0,0,0.0,0,0,25,26,94,58,36,0,0,0,0,0,0,0,2,2,4,0,25,13,2,11,2,9,0.22,1,1,1.0,7,0,54,26,10,257,58,3.4,1,199,7.1,11.7,0,139,0,54,20,-1,0,0,0,1
BAL,2,26,37,0.703,337,9.1,13.3,1,0,107.6,1,9,17,0,0,11,28,142,5.1,3,9,6,10,2,2,1.0,36,0,4,4,1.0,0,16,4,176,44.0,5,1,28,28.0,0,28,3,28,9.3,0,15,2,3,45,41,4,2,11,4,0,0,0,0,6,5,8,0,1,28,9,17,4,11,0.36,1,1,1.0,8,2,84,2,34,479,142,5.1,3,337,9.1,13.3,1,28,28,84,1,3,4,0,0,1
BUF,26,21,36,0.583,154,4.3,8.6,1,1,66.2,4,27,5,0,0,22,21,89,4.2,0,5,30,1,0,0,0.0,0,0,1,1,1.0,0,10,9,419,46.6,19,5,111,22.2,0,30,3,-1,-0.3,0,0,26,27,72,42,30,2,16,0,0,1,1,0,4,2,2,0,25,13,5,5,2,14,0.14,1,2,0.5,12,3,116,28,7,243,89,4.2,0,154,4.3,8.6,1,111,-1,116,20,-1,0,1,1,1
CAR,18,22,33,0.667,198,6.0,10.0,1,2,67.5,3,22,10,1,1,25,16,73,4.6,0,5,30,1,0,0,0.0,0,0,1,1,1.0,0,7,6,296,49.3,30,2,31,15.5,0,16,1,2,2.0,0,2,16,21,56,46,10,2,18,0,0,0,0,0,3,0,0,0,23,15,5,10,1,8,0.13,1,1,1.0,6,0,60,28,7,271,73,4.6,0,198,6.0,10.0,1,31,2,60,30,-3,0,0,2,1
CHI,14,21,27,0.778,233,8.6,11.8,3,1,124.2,2,14,11,2,1,23,28,85,3.0,0,3,20,5,1,2,0.5,37,0,2,2,1.0,0,24,4,165,41.3,2,4,134,33.5,0,53,1,9,9.0,0,9,13,19,58,55,3,3,18,1,0,1,1,0,8,2,9,0,24,14,3,11,4,12,0.33,1,1,1.0,6,0,60,9,25,318,85,3.0,0,233,8.6,11.8,3,134,9,60,14,0,1,1,1,1
CIN,21,20,37,0.541,173,4.7,9.2,1,0,75.6,2,10,12,0,0,17,19,100,5.3,1,5,25,3,1,2,0.5,34,0,0,0,0.0,0,26,5,204,40.8,24,5,104,20.8,0,39,1,17,17.0,0,17,15,20,62,36,26,1,5,1,1,0,0,0,4,2,3,0,16,19,5,12,3,12,0.25,3,3,1.0,4,2,30,14,23,273,100,5.3,1,173,4.7,9.2,1,104,17,30,7,1,1,0,0,0
CLE,29,17,27,0.63,115,4.3,7.4,0,4,32.7,2,11,8,0,0,26,23,71,3.1,0,2,25,3,1,1,1.0,29,0,0,0,0.0,0,4,5,255,51.0,17,7,159,22.7,0,32,2,26,13.0,0,15,30,34,58,49,9,1,9,0,0,1,1,0,6,3,7,0,29,11,2,8,3,12,0.25,0,0,0.0,5,1,46,30,3,186,71,3.1,0,115,4.3,7.4,0,159,26,46,30,-3,0,1,4,0
DAL,13,22,33,0.667,237,7.2,11.6,0,0,87.6,2,18,12,0,0,4,32,212,6.6,1,10,11,7,2,3,0.667,24,0,1,1,1.0,0,31,5,187,37.4,13,1,23,23.0,0,23,4,58,14.5,0,27,4,7,43,33,10,3,22,2,1,2,1,0,5,3,8,0,4,24,10,12,5,13,0.38,0,0,0.0,9,2,80,17,21,449,212,6.6,1,237,7.2,11.6,0,23,58,80,1,3,2,1,0,0
DEN,24,13,23,0.565,157,6.8,12.1,1,0,92.1,0,0,10,0,0,3,45,215,4.8,1,9,4,11,3,3,1.0,48,0,2,2,1.0,0,27,2,81,40.5,9,1,25,25.0,0,25,2,21,10.5,0,17,2,3,42,31,11,3,19,2,0,2,1,0,2,2,8,0,12,21,9,10,5,12,0.42,1,2,0.5,5,2,30,14,23,372,215,4.8,1,157,6.8,12.1,1,25,21,30,4,2,2,1,0,1
DET,15,21,36,0.583,227,6.3,11.5,1,0,86.2,2,14,14,0,0,7,36,154,4.3,1,6,11,7,2,2,1.0,39,0,1,1,1.0,0,28,6,241,40.2,28,2,38,19.0,0,21,1,2,2.0,0,2,9,14,48,34,14,2,15,1,0,0,0,0,8,2,5,0,7,23,6,14,10,18,0.56,0,0,0.0,8,3,58,19,19,381,154,4.3,1,227,6.3,11.5,1,38,2,58,7,1,1,0,0,0
GB,11,13,23,0.565,250,10.9,20.7,2,0,123.5,2,19,10,0,0,8,37,152,4.1,2,11,3,12,3,3,1.0,48,0,3,4,0.75,0,5,4,200,50.0,10,2,49,24.5,0,25,2,11,5.5,0,6,11,17,56,50,6,1,0,1,0,2,2,0,4,3,5,0,4,24,11,10,2,9,0.22,0,0,0.0,6,3,51,1,36,402,152,4.1,2,250,10.9,20.7,2,49,11,51,1,3,1,2,0,0
HOU,6,26,35,0.743,286,8.2,11.5,3,1,114.7,2,14,17,0,0,14,22,111,5.0,0,5,16,6,1,1,1.0,27,0,3,3,1.0,0,19,4,171,42.8,8,6,152,25.3,0,36,1,13,13.0,0,13,28,31,58,39,19,0,0,0,0,1,1,0,5,3,6,0,7,23,5,17,4,10,0.4,1,1,1.0,5,1,60,10,24,397,111,5.0,0,286,8.2,11.5,3,152,13,60,20,-1,0,1,1,1
IND,1,24,35,0.686,379,10.8,15.8,4,1,130.5,0,0,15,0,0,13,31,126,4.1,0,6,11,7,1,2,0.5,26,0,4,4,1.0,0,23,4,168,42.0,23,1,21,21.0,0,21,3,14,4.7,0,12,6,10,60,48,12,4,40,2,0,2,1,0,6,2,5,0,9,22,6,15,3,11,0.27,1,2,0.5,7,1,69,4,31,505,126,4.1,0,379,10.8,15.8,4,21,14,69,4,2,2,1,1,0
JAX,16,18,30,0.6,214,7.1,11.9,0,0,81.8,0,0,10,0,0,5,32,185,5.8,4,11,11,7,1,1,1.0,52,0,4,4,1.0,0,32,3,106,35.3,29,5,90,18.0,0,24,2,0,0.0,0,0,20,24,64,42,22,2,14,1,0,1,1,0,4,1,1,0,4,24,11,10,5,11,0.45,1,1,1.0,5,3,40,4,31,399,185,5.8,4,214,7.1,11.9,0,90,0,40,7,1,1,1,0,1
KC,30,15,19,0.789,97,5.1,7.7,2,0,123.0,3,19,6,0,0,18,29,99,3.4,0,4,28,2,0,0,0.0,0,0,2,2,1.0,0,15,9,399,44.3,16,5,114,22.8,0,29,2,15,7.5,0,10,30,34,43,42,1,0,0,0,0,1,1,0,5,3,3,0,29,11,4,6,0,11,0.0,2,2,1.0,10,1,90,23,14,196,99,3.4,0,97,5.1,7.7,2,114,15,90,14,0,0,1,0,1
MIA,28,18,31,0.581,140,4.5,8.1,0,1,55.8,1,6,7,0,0,9,31,149,4.8,1,12,11,7,2,2,1.0,24,0,1,1,1.0,0,13,4,178,44.5,22,5,107,21.4,0,23,1,9,9.0,0,9,17,23,54,47,7,2,17,0,0,1,1,0,3,4,4,0,16,19,12,7,5,12,0.42,1,1,1.0,7,0,39,25,13,289,149,4.8,1,140,4.5,8.1,0,107,9,39,20,-1,0,1,1,1
MIN,8,24,46,0.522,283,6.2,12.5,2,1,76.6,2,18,14,0,0,20,27,94,3.5,0,2,8,9,2,3,0.667,52,1,3,3,1.0,0,11,6,276,46.0,1,4,180,45.0,1,101,5,58,11.6,0,32,20,24,53,36,17,1,7,1,0,1,0,0,4,7,15,0,16,19,2,14,10,20,0.5,0,1,0.0,9,3,52,6,27,377,94,3.5,0,283,6.2,12.5,2,180,58,52,14,0,1,0,1,0
