,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,11,26,44,0.591,259,5.9,11.1,1,2,64.5,3,29,13,1,0,27,17,40,2.4,0,1,2,10,3,3,1.0,44,0,1,1,1.0,0,3,6,328,54.7,20,3,62,20.7,0,24,5,55,11.0,0,27,15,20,53,46,7,4,27,0,0,2,1,0,5,7,23,0,17,17,1,13,4,14,0.29,0,1,0.0,12,3,82,21,16,299,40,2.4,0,259,5.9,11.1,1,62,55,82,21,-1,0,1,2,0
ATL,18,22,36,0.611,213,5.9,10.4,2,0,96.2,2,16,15,0,0,26,27,68,2.5,0,3,12,7,2,4,0.5,50,0,1,2,0.5,0,28,4,155,38.8,31,2,20,10.0,0,14,3,31,10.3,0,18,2,7,50,44,6,4,13,1,0,3,3,0,2,2,5,0,8,19,3,15,6,15,0.4,0,0,0.0,4,1,35,19,19,281,68,2.5,0,213,5.9,10.4,2,20,31,35,2,4,1,3,0,0
BAL,5,26,43,0.605,303,7.0,11.8,3,1,95.4,1,4,20,1,0,2,41,198,4.8,2,11,7,8,1,2,0.5,44,0,5,5,1.0,0,32,3,87,29.0,25,4,79,19.8,0,25,3,9,3.0,0,7,21,24,44,34,10,3,18,0,0,1,0,0,4,5,10,0,1,32,11,20,10,17,0.59,1,1,1.0,8,1,65,2,38,501,198,4.8,2,303,7.0,11.8,3,79,9,65,21,-1,0,0,1,0
BUF,21,15,25,0.6,186,7.4,14.1,2,0,109.8,4,26,10,0,0,13,19,90,4.7,0,5,17,6,1,1,1.0,40,0,3,3,1.0,0,18,4,171,42.8,12,4,97,24.3,0,33,1,5,5.0,0,5,25,25,86,58,28,1,10,1,1,0,0,0,2,3,8,0,17,17,5,10,4,10,0.4,1,1,1.0,9,2,71,9,24,276,90,4.7,0,186,7.4,14.1,2,97,5,71,13,0,1,0,0,1
CAR,31,14,34,0.412,83,2.4,9.9,0,5,9.3,5,55,8,1,1,15,30,86,2.9,1,4,24,4,1,1,1.0,22,0,1,1,1.0,0,1,4,223,55.8,13,5,120,24.0,0,33,2,33,16.5,0,26,30,38,50,44,6,2,20,1,0,1,1,0,5,1,1,0,24,14,4,8,3,16,0.19,2,3,0.67,5,2,30,27,10,169,86,2.9,1,83,2.4,9.9,0,120,33,30,32,-5,1,1,5,2
CHI,10,17,36,0.472,266,7.4,16.3,1,4,41.9,2,11,12,0,0,15,31,86,2.8,0,4,12,7,2,2,1.0,47,0,1,1,1.0,0,7,4,198,49.5,9,5,124,24.8,0,27,2,15,7.5,0,10,18,21,47,39,8,4,34,0,0,0,0,0,2,4,9,1,13,18,4,12,4,15,0.27,1,3,0.33,3,2,25,22,15,352,86,2.8,0,266,7.4,16.3,1,124,15,25,30,-4,0,0,4,0
CIN,16,21,33,0.636,221,6.7,11.8,0,2,57.8,3,26,12,0,0,15,27,86,3.2,1,4,29,1,0,0,0.0,0,0,1,1,1.0,0,27,7,278,39.7,13,2,48,24.0,0,29,5,49,9.8,0,14,7,12,51,25,26,3,16,0,0,0,0,0,8,2,5,0,21,16,4,12,5,15,0.33,1,2,0.5,4,0,27,29,7,307,86,3.2,1,221,6.7,11.8,0,48,49,27,26,-2,0,0,2,0
CLE,23,21,35,0.6,179,5.1,9.8,1,1,71.0,5,26,10,1,1,14,20,89,4.5,0,5,7,8,2,2,1.0,37,0,2,2,1.0,0,22,5,210,42.0,21,7,140,20.0,0,27,3,67,22.3,1,67,28,34,60,50,10,4,25,0,0,0,0,0,1,3,5,0,17,17,5,10,3,12,0.25,0,1,0.0,8,2,66,16,20,268,89,4.5,0,179,5.1,9.8,1,140,67,66,26,-2,0,0,1,1
DAL,3,16,27,0.593,344,12.7,22.1,3,0,140.6,1,9,10,0,0,9,24,118,4.9,1,6,2,10,2,2,1.0,51,0,4,4,1.0,0,2,4,219,54.8,16,3,70,23.3,0,36,2,3,1.5,0,3,18,21,65,52,13,0,0,0,0,0,0,0,3,0,0,0,13,18,6,10,3,10,0.3,0,0,0.0,4,2,41,4,34,462,118,4.9,1,344,12.7,22.1,3,70,3,41,13,0,0,0,0,0
DEN,15,17,28,0.607,227,8.1,14.3,1,0,98.4,3,16,7,0,0,23,20,75,3.8,0,3,17,6,2,2,1.0,50,0,0,0,0.0,0,21,8,340,42.5,32,2,17,8.5,0,17,3,17,5.7,0,10,2,7,70,34,36,3,26,2,0,0,0,0,7,3,14,0,32,10,3,7,3,12,0.25,0,0,0.0,6,0,39,25,12,302,75,3.8,0,227,8.1,14.3,1,17,17,39,4,2,2,0,0,0
