,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,10,27,32,0.844,265,8.3,9.8,2,0,122.0,0,0,15,0,0,16,28,118,4.2,1,7,16,7,1,2,0.5,45,0,4,4,1.0,0,15,3,139,46.3,6,2,51,25.5,0,30,2,0,0.0,0,0,11,17,47,39,8,4,7,1,0,4,2,0,3,4,10,0,10,22,7,15,2,9,0.22,1,1,1.0,7,0,58,5,31,383,118,4.2,1,265,8.3,9.8,2,51,0,58,8,1,1,2,0,2
ATL,16,21,27,0.778,220,8.1,10.5,3,1,122.2,0,0,12,0,0,8,37,151,4.1,1,10,27,4,0,0,0.0,0,0,4,4,1.0,0,7,3,149,49.7,1,3,102,34.0,0,41,0,0,0.0,0,0,13,20,55,44,11,1,12,1,0,2,1,0,6,1,4,0,6,23,10,12,6,12,0.5,2,2,1.0,6,1,40,10,28,371,151,4.1,1,220,8.1,10.5,3,102,0,40,13,0,1,1,1,1
BAL,22,18,27,0.667,181,6.7,10.6,2,1,94.8,1,9,11,0,0,12,32,130,4.1,2,9,16,7,1,1,1.0,33,0,4,4,1.0,0,27,4,166,41.5,7,6,152,25.3,0,41,0,0,0.0,0,0,19,26,54,46,8,2,15,2,0,1,0,0,5,3,11,0,10,22,9,11,4,11,0.36,0,0,0.0,4,2,32,5,31,311,130,4.1,2,181,6.7,10.6,2,152,0,32,8,1,2,0,1,0
BUF,16,21,31,0.677,220,7.1,11.0,2,1,96.2,2,10,13,0,0,5,35,218,6.2,0,8,1,15,4,4,1.0,43,0,3,3,1.0,0,12,3,142,47.3,26,4,71,17.8,0,26,3,31,10.3,0,16,13,20,62,40,22,2,0,2,1,0,0,0,9,4,10,0,2,25,8,13,4,12,0.33,1,1,1.0,7,4,55,3,33,438,218,6.2,0,220,7.1,11.0,2,71,31,55,13,0,2,0,1,1
CAR,5,25,41,0.61,296,7.2,12.3,1,1,80.9,1,12,16,0,0,10,25,144,5.8,1,8,14,8,2,2,1.0,50,0,2,2,1.0,0,32,2,51,25.5,31,0,0,0.0,0,0,2,17,8.5,0,10,23,28,59,53,6,0,0,1,0,1,1,0,2,2,5,0,5,24,8,16,7,12,0.58,0,1,0.0,6,0,35,19,20,440,144,5.8,1,296,7.2,12.3,1,0,17,35,13,0,1,1,1,1
CHI,14,27,38,0.711,231,6.1,8.7,2,0,104.2,2,5,13,0,0,32,17,44,2.6,0,2,25,5,1,1,1.0,44,0,2,2,1.0,0,16,6,275,45.8,27,3,53,17.7,0,26,2,14,7.0,0,12,9,14,52,44,8,2,18,1,0,2,1,0,2,5,11,0,25,17,2,13,7,14,0.5,0,0,0.0,10,2,80,21,17,275,44,2.6,0,231,6.1,8.7,2,53,14,80,3,2,1,1,0,0
CIN,23,15,23,0.652,168,7.3,12.3,3,2,90.2,2,17,10,0,0,8,34,151,4.4,1,7,16,7,1,1,1.0,40,0,4,4,1.0,0,14,4,185,46.3,14,3,67,22.3,0,29,5,114,22.8,0,60,18,24,52,43,9,6,39,0,0,2,1,0,4,0,0,0,16,19,7,10,9,14,0.64,0,0,0.0,13,2,100,5,31,319,151,4.4,1,168,7.3,12.3,3,67,114,100,21,-1,0,1,2,0
CLE,26,18,31,0.581,146,4.7,8.9,0,1,56.7,4,15,9,0,0,30,21,54,2.6,0,1,23,6,2,2,1.0,47,0,0,0,0.0,0,17,6,272,45.3,18,3,60,20.0,0,21,2,24,12.0,0,17,20,27,61,48,13,0,0,0,0,1,1,0,1,1,2,0,31,11,1,9,3,14,0.21,0,0,0.0,4,1,43,32,6,200,54,2.6,0,146,4.7,8.9,0,60,24,43,26,-2,0,1,1,2
DAL,29,13,29,0.448,127,4.4,9.8,1,3,29.6,0,0,7,0,0,2,29,251,8.7,3,15,16,7,1,1,1.0,47,0,4,4,1.0,0,8,4,195,48.8,9,7,163,23.3,0,38,1,4,4.0,0,4,29,33,54,44,10,0,0,0,0,0,0,0,8,4,14,0,6,23,15,7,6,11,0.55,0,0,0.0,4,1,50,5,31,378,251,8.7,3,127,4.4,9.8,1,163,4,50,32,-4,0,0,3,1
DEN,11,19,37,0.514,263,7.1,13.8,1,0,83.5,0,0,13,0,0,6,37,186,5.0,2,9,9,9,2,4,0.5,38,0,3,3,1.0,0,2,2,109,54.5,11,2,46,23.0,0,24,3,10,3.3,0,10,1,6,45,39,6,4,15,1,0,1,2,0,7,1,1,0,2,25,9,13,8,15,0.53,0,1,0.0,5,3,50,11,27,449,186,5.0,2,263,7.1,13.8,1,46,10,50,3,2,1,2,0,1
